subject,subject_type,subject_role,relation,object,object_type,object_role,sentence,source_url,strategy
McEnroe,PERSON,Player,won,Open Era,ORG,Tournament,"At Rome, Nadal won his 8th title beating Alexander Zverev in three sets, to reach fourth place (overtaking McEnroe) on the men's singles titles in the Open Era leaderboard with 78.[306]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Monica Seles,PERSON,Player,won,French Open,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Monica Seles,PERSON,Player,won,Grand Slam,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Murray,PERSON,Player,playedAgainst,Juan Martín del Potro,PERSON,Player,"He beat Jo-Wilfried Tsonga to reach the semifinals but lost to Murray and then to Juan Martín del Potro in the bronze medal match, finishing fourth.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Murray,PERSON,Player,won,French Open,ORG,Tournament,"Djokovic won the French Open, defeating Murray in four sets, completing the historic Nole Slam.[186][187]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Nadal,PERSON,Player,fromCountry,London,GPE,Country,"- ""Nadal withdraws from Paris and London tournaments"".",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,fromCountry,Madrid,GPE,Country,"- ""23 October 2005: The day Nadal came back from two sets down to triumph in Madrid"". www.tennismajors.com.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,fromCountry,Majorca,GPE,Country,"During the Majorca flood in October 2018, Nadal, who was recovering from injury at home in Majorca, opened his tennis academy centre to the victims.[495]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,fromCountry,Mallorca.[513,GPE,Country,"Nadal was the international ambassador for Quely, a biscuit company from his native Mallorca.[513]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,fromCountry,Manacor,GPE,Country,"Aged 12, Nadal began attending the Balearic Islands training centre 50 kilometers away from Manacor in Palma.[7]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,fromCountry,Miami,GPE,Country,Nadal withdrew from Indian Wells and Miami to recover from his Australian Open injury and didn't play on tour again in 2023.[366],https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,fromCountry,Paris,GPE,Country,"- ""Nadal withdraws from Paris and London tournaments"".",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,fromCountry,Spain,GPE,Country,Nadal retired from the sport after playing for Spain in the 2024 Davis Cup Finals.,https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,fromCountry,Spain,GPE,Country,"On 10 October 2024, Nadal stated his intention to retire from the sport after playing for Spain in the Davis Cup Finals in Málaga, Spain, in November.[372][373][374]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,participatedIn,Australian Open,ORG,Tournament,"Other matches include the five-set 2013 Australian Open fourth round against Stan Wawrinka,[602][603] the 2018 Wimbledon semifinal against Nadal, which lasted five brutal sets played over two days,[604][605] the five-set 2019 Wimbledon final against Roger Federer, the l",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Nadal,PERSON,Player,participatedIn,Australian Open,ORG,Tournament,"In response to the 2010 Haiti earthquake, Nadal played in a special charity event alongside fellow top tennis players during the 2010 Australian Open called Hit for Haiti, with proceeds going to Haiti earthquake victims.[492]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,participatedIn,Grand Slam,ORG,Tournament,They played a record 18 Grand Slam matches and a joint-record nine Grand Slam tournament finals (tied with Nadal–Federer).,https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,participatedIn,Grand Slam,ORG,Tournament,"In doing so, Alcaraz also broke Nadal's record for the number of majors competed in before achieving the Career Grand Slam; Nadal took 20 campaigns, while Alcaraz took 12.[563]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,participatedIn,Wimbledon Championships,ORG,Tournament,"In the second-longest Wimbledon semifinal to date, Djokovic beat Nadal in five sets played over two days.[204]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Nadal,PERSON,Player,participatedIn,Wimbledon Championships,ORG,Tournament,"Other matches include the five-set 2013 Australian Open fourth round against Stan Wawrinka,[602][603] the 2018 Wimbledon semifinal against Nadal, which lasted five brutal sets played over two days,[604][605] the five-set 2019 Wimbledon final against Roger Federer, the l",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Nadal,PERSON,Player,participatedIn,Wimbledon Championships,ORG,Tournament,"At 4 hours and 48 minutes, they played the longest final (in terms of time on court, surpassed in 2019) in Wimbledon history, and because of rain delays, Nadal won the fifth set 9–7 in near-darkness.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,participatedIn,Wimbledon Championships,ORG,Tournament,"As a warm-up ahead of Wimbledon, Nadal played in Halle, losing to Philipp Kohlschreiber in the quarterfinals.[223]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Nadal,PERSON,Player,playedAgainst,Agassi,PERSON,Player,"At Wimbledon, Nadal beat No. 20 Andre Agassi in Agassi's last ever match at Wimbledon.[89]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Albert Montañés,PERSON,Player,"In October, Nadal defeated No. 76 Albert Montañés in the quarterfinals of a Challenger at Barcelona,[16] before losing to Albert Portas in the semi-finals.[45]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Albert Portas,PERSON,Player,"In October, Nadal defeated No. 76 Albert Montañés in the quarterfinals of a Challenger at Barcelona,[16] before losing to Albert Portas in the semi-finals.[45]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Alexander Waske.[72,PERSON,Player,"Three days later, Nadal's 24-match winning streak was snapped in the first round on grass at Halle, Germany, where he lost to No. 147 Alexander Waske.[72]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Alexander Zverev,PERSON,Player,"At Rome, Nadal won his 8th title beating Alexander Zverev in three sets, to reach fourth place (overtaking McEnroe) on the men's singles titles in the Open Era leaderboard with 78.[306]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Andre Agassi,PERSON,Player,"At Wimbledon, Nadal beat No. 20 Andre Agassi in Agassi's last ever match at Wimbledon.[89]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Andre Agassi's,PERSON,Player,"At Madrid, Nadal beat Federer to become the first man to complete a clean sweep of the three clay-court Masters 1000 titles[164] and it was his 18th Masters title, breaking Andre Agassi's record.[165]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Andrey Rublev,PERSON,Player,"Nadal next played at Monte Carlo and reached the quarterfinals, where he lost to Andrey Rublev in three sets.[342]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Andy Murray.[134,PERSON,Player,"At Rotterdam, Nadal sustained a knee injury during the final, which he lost to Andy Murray.[134]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Andy Murray.[137,PERSON,Player,"At Indian Wells, Nadal won his 13th Masters tournament, beating Andy Murray.[137]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Andy Murray.[203,PERSON,Player,"Nadal reached the final of the Japan Open, where he was defeated by Andy Murray.[203]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Andy Roddick,PERSON,Player,"At the US Open, Nadal lost to defending champion Andy Roddick in the second round.[36]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Andy Roddick,PERSON,Player,"In the 2004 Davis Cup final, 18-year-old Nadal beat world No. 2 Andy Roddick on clay in Spain to help his nation clinch the title over the United States.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Anthony Wilding,PERSON,Player,"At Monte Carlo, Nadal beat Federer in the final for the third year in a row to become the first player to win four consecutive titles there since Anthony Wilding in 1914.[109]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Boris Becker,PERSON,Player,"major main draw debut in Wimbledon, Nadal defeated Mario Ančić, and reached the third round to become the youngest man to do so since Boris Becker in 1984.[31][52]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Carlos Moyá,PERSON,Player,"On clay, he defeated Richard Gasquet in the final of the Estoril Open,[60] and reached the quarterfinals in Rome and Hamburg, losing to Nadal and Carlos Moyá, respectively.[61][62]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Nadal,PERSON,Player,playedAgainst,David Ferrer,PERSON,Player,Nadal then beat David Ferrer in a three-set final to clinch his seventh title in eight years at Barcelona.[217],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,David Ferrer,PERSON,Player,"In the Mexican Open, Nadal defeated David Ferrer, losing just two games.[231]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,David Ferrer,PERSON,Player,"Nadal won the French Open beating David Ferrer in the final, breaking the record for the most match wins in the tournament with his 59th victory.[237]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,David Nalbandian,PERSON,Player,"At the Brasil Open, Nadal beat David Nalbandian in the final.[230]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"""Carlos Alcaraz Recently Beat Nadal and Djokovic on Clay.",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"Following Nadal's withdrawal from the Paris Masters, Djokovic regained the No. 1 ranking, but lost to unseeded Karen Khachanov in the final.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"- ""Nadal Beats Djokovic to Win U.S. Open"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"- ""Nadal Beats Djokovic To Win Ninth Rome Title"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"At Monte Carlo, Nadal beat Djokovic in the final to win a record fifth consecutive singles title.[138]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,Nadal was beaten by Djokovic in straight sets in Monte Carlo to end his eight-year reign at the tournament.[233],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"Nadal lost to Djokovic in the quarterfinals of the French Open, ending his winning streak of 39 consecutive victories in Paris since his 2009 defeat by Robin Söderling.[271]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,Olympic doubles gold Nadal lost to Djokovic in straight sets in the final in Doha.,https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"At the inaugural ATP Cup Nadal helped Spain reach the final where they lost to Serbia, with Nadal losing to Djokovic in straight sets.[329]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"In their first Grand Slam final at the 2010 US Open, Nadal beat Djokovic in four sets, achieving the career Grand Slam.[395]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"Later that year, Nadal defeated Djokovic in the US Open final to complete the Summer Slam.[393]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"- ""Nadal beats Djokovic to help Spain clinch win"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"""Nadal beats Djokovic to put Spain through"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"- ""Nadal Beats Djokovic To Win Ninth Rome Title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"- ""Nadal beats Djokovic in late-night Paris thriller"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Djokovic.[122,PERSON,Player,"Nadal extended his winning streak to a career-best 32 matches by winning his second Canada Masters title in Toronto, and reaching the semi-finals at Cincinnati, where he lost to Djokovic.[122]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Dominic Thiem,PERSON,Player,"Nadal dropped only one set at the event, beating Dominic Thiem in the final in three sets.[307]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"On his 19th birthday, Nadal defeated Federer in the French Open semi-finals, being one of only four players to defeat him that year.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,Nadal beat Federer in the final of the Monte Carlo Masters[82] and Tommy Robredo in the Barcelona final.[83],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"Nadal qualified for the semi-finals, where he lost to Federer.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"Between Barcelona and Rome, Nadal beat Federer in the ""Battle of Surfaces"" exhibition match in Mallorca, with the court being half grass and half clay.[98][99]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,Nadal then won consecutive five-set matches during the third and fourth rounds of Wimbledon before being beaten by Federer in a five-set final.,https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"Nadal won two of his three-round robin matches to advance to the semi-finals of the Tennis Masters Cup in Shanghai, where Federer defeated him in straight sets.[106]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"At Monte Carlo, Nadal beat Federer in the final for the third year in a row to become the first player to win four consecutive titles there since Anthony Wilding in 1914.[109]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"Nadal beat Federer in a five-set final (their first meeting in a hard-court major) to win his first hard-court major singles title,[132] and was the first Spaniard to win the Australian Open.[133]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"At Madrid, Nadal beat Federer to become the first man to complete a clean sweep of the three clay-court Masters 1000 titles[164] and it was his 18th Masters title, breaking Andre Agassi's record.[165]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"Nadal then reached the semi-finals of both the Indian Wells, where he was beaten by Federer, and Miami, where he withdrew because of knee problems.[214",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,Nadal then overtook him when he beat Federer for his 7th title at the Italian Open.[236],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,Nadal lost to Federer in the fourth round at Indian Wells and the Miami final.[290,https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"- ""Nadal beats Federer in Monte Carlo final"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"- ""Nadal beats Federer for 18th Masters title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Federer,PERSON,Player,"- ""Nadal beats Federer in Abu Dhabi final"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Feliciano López,PERSON,Player,"At the Paris Masters, Nadal defeated Feliciano López in the second round to get his 1,000 victory on the ATP Tour, becoming the fourth man in the Open Era to achieve that milestone.[335]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Fernando Verdasco,PERSON,Player,"At the Australian Open, Nadal beat Fernando Verdasco in the semis in the fifth-longest match in Australian Open history (5 hours 14 minutes).[130][131]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Fernando Verdasco,PERSON,Player,"At Madrid, Nadal lost to Fernando Verdasco, whom he held a 13–0 record against.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Ferrer,PERSON,Player,"- ""Nadal beats Ferrer for 7th Barcelona Open win"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Ferrer,PERSON,Player,"- ""Nadal beats Ferrer for record 8th French Open win"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Fognini,PERSON,Player,"In the third round of the 2015 US Open, Nadal again lost to Fognini, despite an early two set lead.[275]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Gaël Monfils,PERSON,Player,Nadal won the Japan Open after beating Gaël Monfils in the final for his seventh title of the season.[181],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Gaël Monfils,PERSON,Player,"2012: Seventh French Open title At Qatar Open, Nadal lost to Gaël Monfils in the semi-finals.[206]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Gaël Monfils,PERSON,Player,"2014: Ninth French Open title and sustained injuries At the Qatar Open, Nadal won the title beating Gaël Monfils in the final.[250]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Granollers,PERSON,Player,"On the day he turned 14, Nadal won the Sport Goofy Trophy in Getxo, beating Granollers in the final.[26][27]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Guillermo Vilas's,PERSON,Player,Nadal then broke Argentinian Guillermo Vilas's 29-year male record of 53 consecutive clay-court match victories by beating Robin Söderling in the first round of the French Open.[85][86],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Hajek,PERSON,Player,"- ""Nadal beats Hajek for 4–0 Spain lead in final"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Janko Tipsarević,PERSON,Player,"In March, Nadal beat Janko Tipsarević and Novak Djokovic to help Spain beat Serbia in Davis Cup round one.[135][136]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Jo-Wilfried Tsonga,PERSON,Player,"At the ATP Finals, Nadal was defeated by Roger Federer and Jo-Wilfried Tsonga in the round-robin stage, and was eliminated from the tournament.[204]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Juan Martín del Potro,PERSON,Player,"At Wimbledon, Nadal beat Juan Martín del Potro in five sets in the quarters.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Julien Gely,PERSON,Player,"In 2000, Nadal dominated the U14 circuit, winning Les Petits As in Tarbes, beating Julien Gely in the final,[16][23][24] and the European Junior Masters in Prato.[16][25]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Karen Khachanov,PERSON,Player,"Following Nadal's withdrawal from the Paris Masters, Djokovic regained the No. 1 ranking, but lost to unseeded Karen Khachanov in the final.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Nadal,PERSON,Player,playedAgainst,Kei Nishikori,PERSON,Player,"Nadal won his 11th Monte Carlo title without losing a set (beating Kei Nishikori in the final, a then-record-breaking 31st Masters title).[302",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Kei Nishikori,PERSON,Player,"At the French Open, Nadal beat Kei Nishikori and Roger Federer (their first meeting at the tournament since 2011) en route to the final, dropping only one set en route.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Kevin Anderson,PERSON,Player,"In late 1998, Nadal won the season-ending U12 Junior Masters at Stuttgart, beating future world No. 5 Kevin Anderson in the final.[19]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Lucas Pouille,PERSON,Player,At the US Open Nadal advanced to the fourth round but was defeated by 24th seed Lucas Pouille in 5 sets.,https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Marc Lopez,PERSON,Player,"Nadal helped Spain secure a Davis Cup World Group place for 2014, beating Sergiy Stakhovsky and winning a doubles with Marc Lopez.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Marcel Granollers,PERSON,Player,"Career Nadal won the Spanish junior championships in 1997 and 1998, beating Ricardo Villacorta and Marcel Granollers respectively.[16][17]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Mardy Fish,PERSON,Player,"In the quarterfinals, Nadal was hampered by burns to his right hand after an accident at a Japanese restaurant and lost to Mardy Fish in straight sets.[200] After d",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Mariano Puerta.[48,PERSON,Player,"Nadal reached his fifth Challenger final of the year in Aix-en-Provence, which he lost to Mariano Puerta.[48]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Marin Čilić,PERSON,Player,"At the US Open, Nadal lost one set (against Marin Čilić) en route to the final, where he beat Medvedev in five sets to win his fourth US Open title and 19th major title overall, and completed his second-best Grand Slam year.[322]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Mario Ančić,PERSON,Player,"major main draw debut in Wimbledon, Nadal defeated Mario Ančić, and reached the third round to become the youngest man to do so since Boris Becker in 1984.[31][52]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Maxime Cressy,PERSON,Player,"In January, Nadal won Melbourne Summer Set 1, beating Maxime Cressy in the final.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,McEnroe,PERSON,Player,"At Rome, Nadal won his 8th title beating Alexander Zverev in three sets, to reach fourth place (overtaking McEnroe) on the men's singles titles in the Open Era leaderboard with 78.[306]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Medvedev,PERSON,Player,"At the US Open, Nadal lost one set (against Marin Čilić) en route to the final, where he beat Medvedev in five sets to win his fourth US Open title and 19th major title overall, and completed his second-best Grand Slam year.[322]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Medvedev,PERSON,Player,"At the ATP Finals, Nadal beat Tsitsipas and Medvedev in the round-robin stage, but failed to progress to the semi-finals.[324]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Medvedev,PERSON,Player,"- ""Nadal beats Medvedev in Melbourne classic"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Milos Raonic,PERSON,Player,"After recovering from an eye infection at the Dubai Championships, he won his fifth Indian Wells Masters title, beating Nadal and Milos Raonic.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Nadal,PERSON,Player,playedAgainst,Milos Raonic,PERSON,Player,"La Décima, third US Open title, year-end No. 1 At the Brisbane International Nadal lost to Milos Raonic in the quarterfinals.[289]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Monfils,PERSON,Player,"- ""Nadal Beats Monfils, Wins Ninth Monte-Carlo Title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Moyá,PERSON,Player,"At Umag, Nadal lost to Moyá in the semi-finals.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Nick Kyrgios.[297,PERSON,Player,"Nadal extended his streak by winning the China Open, beating Nick Kyrgios.[297]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"Nadal beat Novak Djokovic in the quarterfinals, the first-ever meeting of their historic rivalry.[87]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"In March, Nadal beat Janko Tipsarević and Novak Djokovic to help Spain beat Serbia in Davis Cup round one.[135][136]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,Nadal defeated Novak Djokovic in the Men's Singles French Open final to win his 9th French Open title and a 5th straight win.,https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"Nadal won his 13th French Open, beating Novak Djokovic in straight sets in the final, only losing seven games.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,- The world No. 1 players who Nadal defeated were Roger Federer (13 times)[604] and Novak Djokovic (10 times).[605],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,- The world No. 1 players who Nadal has defeated in his career are Roger Federer (13 times) and Novak Djokovic (10 times).[566],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Nadal,PERSON,Player,playedAgainst,Ricardo Villacorta,PERSON,Player,"Career Nadal won the Spanish junior championships in 1997 and 1998, beating Ricardo Villacorta and Marcel Granollers respectively.[16][17]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
